"","make","year","transtype","atvType","feScore"
"659","Lincoln",2014,"Automatic","Gasoline",12
"660","Lincoln",2014,"Automatic","Gasoline",35
"661","Lincoln",2014,"Automatic","Gasoline",12
"662","Lincoln",2014,"Automatic","Gasoline",7
"663","Lincoln",2014,"Automatic","Hybrid",9
"664","Lincoln",2015,"Automatic","Gasoline",3
"665","Lincoln",2015,"Automatic","Gasoline",24
"666","Lincoln",2015,"Automatic","Gasoline",55
"667","Lincoln",2015,"Automatic","Gasoline",12
"668","Lincoln",2015,"Automatic","Hybrid",9
"669","Lotus",2013,"Automatic","Gasoline",5
"670","Lotus",2013,"Automatic","Gasoline",6
"671","Lotus",2013,"Manual","Gasoline",10
"672","Lotus",2014,"Automatic","Gasoline",10
"673","Lotus",2014,"Manual","Gasoline",10
"674","Maserati",2013,"Automatic","Gasoline",2
"675","Maserati",2013,"Automatic","Gasoline",6
"676","Maserati",2014,"Automatic","Gasoline",2
"677","Maserati",2014,"Automatic","Gasoline",6
"678","Maserati",2014,"Automatic","Gasoline",12
"679","Maserati",2015,"Automatic","Gasoline",9
"680","Maserati",2015,"Automatic","Gasoline",12
"681","Mazda",2013,"Automatic","Gasoline",8
"682","Mazda",2013,"Automatic","Gasoline",5
"683","Mazda",2013,"Automatic","Gasoline",24
"684","Mazda",2013,"Automatic","Gasoline",14
"685","Mazda",2013,"Automatic","Gasoline",32
"686","Mazda",2013,"Manual","Gasoline",5
"687","Mazda",2013,"Manual","Gasoline",30
"688","Mazda",2013,"Manual","Gasoline",7
"689","Mazda",2013,"Manual","Gasoline",32
"690","Mazda",2014,"Automatic","Gasoline",8
"691","Mazda",2014,"Automatic","Gasoline",12
"692","Mazda",2014,"Automatic","Gasoline",28
"693","Mazda",2014,"Automatic","Gasoline",72
"694","Mazda",2014,"Manual","Gasoline",18
"695","Mazda",2014,"Manual","Gasoline",14
"696","Mazda",2014,"Manual","Gasoline",24
"697","Mazda",2015,"Automatic","Gasoline",8
"698","Mazda",2015,"Automatic","Gasoline",5
"699","Mazda",2015,"Automatic","Gasoline",12
"700","Mazda",2015,"Automatic","Gasoline",28
"701","Mazda",2015,"Automatic","Gasoline",56
"702","Mazda",2015,"Manual","Gasoline",12
"703","Mazda",2015,"Manual","Gasoline",28
"704","Mazda",2015,"Manual","Gasoline",16
"705","Mercedes-Benz",2013,"Automatic","Diesel",5
"706","Mercedes-Benz",2013,"Automatic","Diesel",18
"707","Mercedes-Benz",2013,"Automatic","Diesel",7
"708","Mercedes-Benz",2013,"Automatic","FFV",25
"709","Mercedes-Benz",2013,"Automatic","FFV",18
"710","Mercedes-Benz",2013,"Automatic","Gasoline",14
"711","Mercedes-Benz",2013,"Automatic","Gasoline",33
"712","Mercedes-Benz",2013,"Automatic","Gasoline",52
"713","Mercedes-Benz",2013,"Automatic","Gasoline",95
"714","Mercedes-Benz",2013,"Automatic","Gasoline",60
"715","Mercedes-Benz",2013,"Automatic","Gasoline",7
"716","Mercedes-Benz",2013,"Automatic","Hybrid",5
"717","Mercedes-Benz",2013,"Automatic","Hybrid",7
"718","Mercedes-Benz",2013,"Manual","Gasoline",7
"719","Mercedes-Benz",2014,"Automatic","Diesel",5
"720","Mercedes-Benz",2014,"Automatic","Diesel",6
"721","Mercedes-Benz",2014,"Automatic","Diesel",7
"722","Mercedes-Benz",2014,"Automatic","Diesel",16
"723","Mercedes-Benz",2014,"Automatic","EV",10
"724","Mercedes-Benz",2014,"Automatic","FFV",4
"725","Mercedes-Benz",2014,"Automatic","FFV",5
"726","Mercedes-Benz",2014,"Automatic","FFV",36
"727","Mercedes-Benz",2014,"Automatic","Gasoline",2
"728","Mercedes-Benz",2014,"Automatic","Gasoline",24
"729","Mercedes-Benz",2014,"Automatic","Gasoline",12
"730","Mercedes-Benz",2014,"Automatic","Gasoline",64
"731","Mercedes-Benz",2014,"Automatic","Gasoline",90
"732","Mercedes-Benz",2014,"Automatic","Gasoline",78
"733","Mercedes-Benz",2014,"Automatic","Gasoline",21
"734","Mercedes-Benz",2014,"Automatic","Gasoline",8
"735","Mercedes-Benz",2014,"Automatic","Hybrid",7
"736","Mercedes-Benz",2014,"Manual","Gasoline",7
"737","Mercedes-Benz",2015,"Automatic","Diesel",5
"738","Mercedes-Benz",2015,"Automatic","Diesel",6
"739","Mercedes-Benz",2015,"Automatic","Diesel",7
"740","Mercedes-Benz",2015,"Automatic","Diesel",16
"741","Mercedes-Benz",2015,"Automatic","EV",10
"742","Mercedes-Benz",2015,"Automatic","FFV",4
"743","Mercedes-Benz",2015,"Automatic","FFV",10
"744","Mercedes-Benz",2015,"Automatic","FFV",14
"745","Mercedes-Benz",2015,"Automatic","Gasoline",2
"746","Mercedes-Benz",2015,"Automatic","Gasoline",2
"747","Mercedes-Benz",2015,"Automatic","Gasoline",24
"748","Mercedes-Benz",2015,"Automatic","Gasoline",52
"749","Mercedes-Benz",2015,"Automatic","Gasoline",135
"750","Mercedes-Benz",2015,"Automatic","Gasoline",54
"751","Mercedes-Benz",2015,"Automatic","Gasoline",42
"752","Mercedes-Benz",2015,"Automatic","Hybrid",6
"753","Mercedes-Benz",2015,"Manual","Gasoline",6
"754","MINI",2013,"Automatic","Gasoline",56
"755","MINI",2013,"Automatic","Gasoline",128
"756","MINI",2013,"Manual","Gasoline",28
"757","MINI",2013,"Manual","Gasoline",168
"758","MINI",2014,"Automatic","Gasoline",56
"759","MINI",2014,"Automatic","Gasoline",120
"760","MINI",2014,"Manual","Gasoline",49
"761","MINI",2014,"Manual","Gasoline",128
"762","MINI",2015,"Automatic","Gasoline",24
"763","MINI",2015,"Automatic","Gasoline",105
"764","MINI",2015,"Automatic","Gasoline",24
"765","MINI",2015,"Manual","Gasoline",6
"766","MINI",2015,"Manual","Gasoline",126
"767","MINI",2015,"Manual","Gasoline",24
"768","Mitsubishi",2013,"Automatic","EV",10
"769","Mitsubishi",2013,"Automatic","Gasoline",4
"770","Mitsubishi",2013,"Automatic","Gasoline",15
"771","Mitsubishi",2013,"Automatic","Gasoline",24
"772","Mitsubishi",2013,"Automatic","Gasoline",28
"773","Mitsubishi",2013,"Automatic","Gasoline",8
"774","Mitsubishi",2013,"Manual","Gasoline",4
"775","Mitsubishi",2013,"Manual","Gasoline",21
"776","Mitsubishi",2014,"Automatic","EV",10
"777","Mitsubishi",2014,"Automatic","Gasoline",4
"778","Mitsubishi",2014,"Automatic","Gasoline",5
"779","Mitsubishi",2014,"Automatic","Gasoline",18
"780","Mitsubishi",2014,"Automatic","Gasoline",49
"781","Mitsubishi",2014,"Automatic","Gasoline",9
"782","Mitsubishi",2014,"Manual","Gasoline",4
"783","Mitsubishi",2014,"Manual","Gasoline",21
"784","Mitsubishi",2014,"Manual","Gasoline",9
"785","Mitsubishi",2015,"Automatic","Gasoline",4
"786","Mitsubishi",2015,"Automatic","Gasoline",10
"787","Mitsubishi",2015,"Automatic","Gasoline",30
"788","Mitsubishi",2015,"Automatic","Gasoline",28
"789","Mitsubishi",2015,"Automatic","Gasoline",9
"790","Mitsubishi",2015,"Manual","Gasoline",4
"791","Mitsubishi",2015,"Manual","Gasoline",12
"792","Mitsubishi",2015,"Manual","Gasoline",7
"793","Mitsubishi",2015,"Manual","Gasoline",9
"794","Nissan",2013,"Automatic","EV",10
"795","Nissan",2013,"Automatic","FFV",4
"796","Nissan",2013,"Automatic","FFV",6
"797","Nissan",2013,"Automatic","Gasoline",4
"798","Nissan",2013,"Automatic","Gasoline",6
"799","Nissan",2013,"Automatic","Gasoline",28
"800","Nissan",2013,"Automatic","Gasoline",40
"801","Nissan",2013,"Automatic","Gasoline",24
"802","Nissan",2013,"Automatic","Gasoline",21
"803","Nissan",2013,"Automatic","Gasoline",32
"804","Nissan",2013,"Automatic","Gasoline",27
"805","Nissan",2013,"Manual","Gasoline",12
"806","Nissan",2013,"Manual","Gasoline",15
"807","Nissan",2013,"Manual","Gasoline",14
"808","Nissan",2013,"Manual","Gasoline",16
"809","Nissan",2014,"Automatic","EV",10
"810","Nissan",2014,"Automatic","FFV",8
"811","Nissan",2014,"Automatic","Gasoline",8
"812","Nissan",2014,"Automatic","Gasoline",6
"813","Nissan",2014,"Automatic","Gasoline",20
"814","Nissan",2014,"Automatic","Gasoline",40
"815","Nissan",2014,"Automatic","Gasoline",24
"816","Nissan",2014,"Automatic","Gasoline",35
"817","Nissan",2014,"Automatic","Gasoline",40
"818","Nissan",2014,"Automatic","Gasoline",9
"819","Nissan",2014,"Automatic","Hybrid",14
"820","Nissan",2014,"Manual","Gasoline",3
"821","Nissan",2014,"Manual","Gasoline",8
"822","Nissan",2014,"Manual","Gasoline",15
"823","Nissan",2014,"Manual","Gasoline",14
"824","Nissan",2014,"Manual","Gasoline",16
"825","Nissan",2015,"Automatic","EV",10
"826","Nissan",2015,"Automatic","FFV",4
"827","Nissan",2015,"Automatic","FFV",6
"828","Nissan",2015,"Automatic","Gasoline",4
"829","Nissan",2015,"Automatic","Gasoline",6
"830","Nissan",2015,"Automatic","Gasoline",24
"831","Nissan",2015,"Automatic","Gasoline",30
"832","Nissan",2015,"Automatic","Gasoline",42
"833","Nissan",2015,"Automatic","Gasoline",42
"834","Nissan",2015,"Automatic","Gasoline",32
"835","Nissan",2015,"Automatic","Hybrid",12
"836","Nissan",2015,"Manual","Gasoline",12
"837","Nissan",2015,"Manual","Gasoline",15
"838","Nissan",2015,"Manual","Gasoline",28
"839","Porsche",2013,"Automatic","Diesel",6
"840","Porsche",2013,"Automatic","Gasoline",52
"841","Porsche",2013,"Automatic","Gasoline",35
"842","Porsche",2013,"Automatic","Gasoline",24
"843","Porsche",2013,"Automatic","Gasoline",7
"844","Porsche",2013,"Automatic","Hybrid",5
"845","Porsche",2013,"Automatic","Hybrid",6
"846","Porsche",2013,"Manual","Gasoline",12
"847","Porsche",2013,"Manual","Gasoline",40
"848","Porsche",2013,"Manual","Gasoline",12
"849","Porsche",2014,"Automatic","Diesel",6
"850","Porsche",2014,"Automatic","Gasoline",12
"851","Porsche",2014,"Automatic","Gasoline",24
"852","Porsche",2014,"Automatic","Gasoline",85
"853","Porsche",2014,"Automatic","Gasoline",30
"854","Porsche",2014,"Automatic","Gasoline",14
"855","Porsche",2014,"Automatic","Hybrid",5
"856","Porsche",2014,"Automatic","Plug-in Hybrid",8
"857","Porsche",2014,"Manual","Gasoline",3
"858","Porsche",2014,"Manual","Gasoline",50
"859","Porsche",2014,"Manual","Gasoline",24
"860","Porsche",2015,"Automatic","Diesel",5
"861","Porsche",2015,"Automatic","Gasoline",36
"862","Porsche",2015,"Automatic","Gasoline",110
"863","Porsche",2015,"Automatic","Gasoline",36
"864","Porsche",2015,"Automatic","Plug-in Hybrid",14
"865","Porsche",2015,"Automatic","Plug-in Hybrid",8
"866","Porsche",2015,"Manual","Gasoline",90
"867","Porsche",2015,"Manual","Gasoline",12
"868","Ram",2013,"Automatic","FFV",6
"869","Ram",2013,"Automatic","FFV",4
"870","Ram",2013,"Automatic","FFV",10
"871","Ram",2013,"Automatic","Gasoline",6
"872","Ram",2013,"Automatic","Gasoline",8
"873","Ram",2013,"Automatic","Gasoline",10
"874","Ram",2014,"Automatic","Diesel",5
"875","Ram",2014,"Automatic","Diesel",6
"876","Ram",2014,"Automatic","FFV",4
"877","Ram",2014,"Automatic","FFV",10
"878","Ram",2014,"Automatic","Gasoline",2
"879","Ram",2014,"Automatic","Gasoline",9
"880","Ram",2014,"Automatic","Gasoline",4
"881","Ram",2014,"Automatic","Gasoline",15
"882","Ram",2015,"Automatic","Diesel",10
"883","Ram",2015,"Automatic","Diesel",6
"884","Ram",2015,"Automatic","FFV",4
"885","Ram",2015,"Automatic","FFV",10
"886","Ram",2015,"Automatic","Gasoline",6
"887","Ram",2015,"Automatic","Gasoline",12
"888","Ram",2015,"Automatic","Gasoline",15
"889","Ram",2015,"Automatic","Gasoline",6
"890","Rolls-Royce",2013,"Automatic","Gasoline",8
"891","Rolls-Royce",2013,"Automatic","Gasoline",6
"892","Rolls-Royce",2014,"Automatic","Gasoline",14
"893","Rolls-Royce",2015,"Automatic","Gasoline",8
"894","Rolls-Royce",2015,"Automatic","Gasoline",9
"895","Roush Performance",2013,"Automatic","Gasoline",4
"896","Roush Performance",2013,"Manual","Gasoline",4
"897","Roush Performance",2014,"Automatic","Gasoline",5
"898","Roush Performance",2014,"Automatic","Gasoline",3
"899","Roush Performance",2014,"Manual","Gasoline",3
"900","Scion",2013,"Automatic","EV",10
"901","Scion",2013,"Automatic","Gasoline",6
"902","Scion",2013,"Automatic","Gasoline",14
"903","Scion",2013,"Automatic","Gasoline",8
"904","Scion",2013,"Automatic","Gasoline",9
"905","Scion",2013,"Manual","Gasoline",12
"906","Scion",2013,"Manual","Gasoline",7
"907","Scion",2013,"Manual","Gasoline",8
"908","Scion",2014,"Automatic","Gasoline",6
"909","Scion",2014,"Automatic","Gasoline",21
"910","Scion",2014,"Automatic","Gasoline",9
"911","Scion",2014,"Manual","Gasoline",12
"912","Scion",2014,"Manual","Gasoline",14
"913","Scion",2015,"Automatic","Gasoline",12
"914","Scion",2015,"Automatic","Gasoline",7
"915","Scion",2015,"Automatic","Gasoline",9
"916","Scion",2015,"Manual","Gasoline",18
"917","smart",2013,"Automatic","EV",20
"918","smart",2013,"Automatic","Gasoline",18
"919","smart",2014,"Automatic","EV",20
"920","smart",2014,"Automatic","Gasoline",18
"921","smart",2015,"Automatic","EV",20
"922","smart",2015,"Automatic","Gasoline",16
"923","Subaru",2013,"Automatic","Gasoline",4
"924","Subaru",2013,"Automatic","Gasoline",15
"925","Subaru",2013,"Automatic","Gasoline",6
"926","Subaru",2013,"Automatic","Gasoline",28
"927","Subaru",2013,"Automatic","Gasoline",16
"928","Subaru",2013,"Manual","Gasoline",8
"929","Subaru",2013,"Manual","Gasoline",10
"930","Subaru",2013,"Manual","Gasoline",24
"931","Subaru",2013,"Manual","Gasoline",21
"932","Subaru",2014,"Automatic","Gasoline",4
"933","Subaru",2014,"Automatic","Gasoline",10
"934","Subaru",2014,"Automatic","Gasoline",6
"935","Subaru",2014,"Automatic","Gasoline",35
"936","Subaru",2014,"Automatic","Gasoline",16
"937","Subaru",2014,"Automatic","Hybrid",8
"938","Subaru",2014,"Manual","Gasoline",8
"939","Subaru",2014,"Manual","Gasoline",10
"940","Subaru",2014,"Manual","Gasoline",24
"941","Subaru",2014,"Manual","Gasoline",21
"942","Subaru",2015,"Automatic","Gasoline",15
"943","Subaru",2015,"Automatic","Gasoline",6
"944","Subaru",2015,"Automatic","Gasoline",35
"945","Subaru",2015,"Automatic","Gasoline",24
"946","Subaru",2015,"Automatic","Hybrid",8
"947","Subaru",2015,"Manual","Gasoline",4
"948","Subaru",2015,"Manual","Gasoline",24
"949","Subaru",2015,"Manual","Gasoline",21
"950","Suzuki",2013,"Automatic","Gasoline",10
"951","Suzuki",2013,"Automatic","Gasoline",18
"952","Suzuki",2013,"Automatic","Gasoline",28
"953","Suzuki",2013,"Manual","Gasoline",5
"954","Suzuki",2013,"Manual","Gasoline",24
"955","Suzuki",2013,"Manual","Gasoline",14
"956","Tesla",2013,"Automatic","EV",30
"957","Tesla",2014,"Automatic","EV",30
"958","Tesla",2015,"Automatic","EV",50
"959","Toyota",2013,"Automatic","EV",10
"960","Toyota",2013,"Automatic","FFV",2
"961","Toyota",2013,"Automatic","FFV",3
"962","Toyota",2013,"Automatic","Gasoline",2
"963","Toyota",2013,"Automatic","Gasoline",15
"964","Toyota",2013,"Automatic","Gasoline",48
"965","Toyota",2013,"Automatic","Gasoline",45
"966","Toyota",2013,"Automatic","Gasoline",42
"967","Toyota",2013,"Automatic","Gasoline",21
"968","Toyota",2013,"Automatic","Gasoline",16
"969","Toyota",2013,"Automatic","Hybrid",7
"970","Toyota",2013,"Automatic","Hybrid",60
"971","Toyota",2013,"Automatic","Plug-in Hybrid",10
"972","Toyota",2013,"Manual","Gasoline",3
"973","Toyota",2013,"Manual","Gasoline",12
"974","Toyota",2013,"Manual","Gasoline",12
"975","Toyota",2013,"Manual","Gasoline",24
"976","Toyota",2014,"Automatic","EV",10
"977","Toyota",2014,"Automatic","FFV",4
"978","Toyota",2014,"Automatic","Gasoline",10
"979","Toyota",2014,"Automatic","Gasoline",9
"980","Toyota",2014,"Automatic","Gasoline",36
"981","Toyota",2014,"Automatic","Gasoline",40
"982","Toyota",2014,"Automatic","Gasoline",36
"983","Toyota",2014,"Automatic","Gasoline",14
"984","Toyota",2014,"Automatic","Gasoline",40
"985","Toyota",2014,"Automatic","Gasoline",9
"986","Toyota",2014,"Automatic","Hybrid",14
"987","Toyota",2014,"Automatic","Hybrid",36
"988","Toyota",2014,"Automatic","Hybrid",20
"989","Toyota",2014,"Automatic","Plug-in Hybrid",10
"990","Toyota",2014,"Manual","Gasoline",6
"991","Toyota",2014,"Manual","Gasoline",8
"992","Toyota",2014,"Manual","Gasoline",6
"993","Toyota",2014,"Manual","Gasoline",16
"994","Toyota",2015,"Automatic","FFV",2
"995","Toyota",2015,"Automatic","FFV",3
"996","Toyota",2015,"Automatic","Gasoline",2
"997","Toyota",2015,"Automatic","Gasoline",18
"998","Toyota",2015,"Automatic","Gasoline",28
"999","Toyota",2015,"Automatic","Gasoline",45
"1000","Toyota",2015,"Automatic","Gasoline",36
"1001","Toyota",2015,"Automatic","Gasoline",7
"1002","Toyota",2015,"Automatic","Gasoline",48
"1003","Toyota",2015,"Automatic","Hybrid",14
"1004","Toyota",2015,"Automatic","Hybrid",36
"1005","Toyota",2015,"Automatic","Hybrid",20
"1006","Toyota",2015,"Automatic","Plug-in Hybrid",10
"1007","Toyota",2015,"Manual","Gasoline",12
"1008","Toyota",2015,"Manual","Gasoline",5
"1009","Toyota",2015,"Manual","Gasoline",16
"1010","Volkswagen",2013,"Automatic","Diesel",6
"1011","Volkswagen",2013,"Automatic","Diesel",24
"1012","Volkswagen",2013,"Automatic","Diesel",27
"1013","Volkswagen",2013,"Automatic","FFV",5
"1014","Volkswagen",2013,"Automatic","Gasoline",4
"1015","Volkswagen",2013,"Automatic","Gasoline",10
"1016","Volkswagen",2013,"Automatic","Gasoline",66
"1017","Volkswagen",2013,"Automatic","Gasoline",35
"1018","Volkswagen",2013,"Automatic","Hybrid",5
"1019","Volkswagen",2013,"Automatic","Hybrid",10
"1020","Volkswagen",2013,"Manual","Diesel",16
"1021","Volkswagen",2013,"Manual","Diesel",36
"1022","Volkswagen",2013,"Manual","Gasoline",10
"1023","Volkswagen",2013,"Manual","Gasoline",30
"1024","Volkswagen",2013,"Manual","Gasoline",42
"1025","Volkswagen",2014,"Automatic","Diesel",6
"1026","Volkswagen",2014,"Automatic","Diesel",48
"1027","Volkswagen",2014,"Automatic","FFV",5
"1028","Volkswagen",2014,"Automatic","Gasoline",4
"1029","Volkswagen",2014,"Automatic","Gasoline",5
"1030","Volkswagen",2014,"Automatic","Gasoline",60
"1031","Volkswagen",2014,"Automatic","Gasoline",63
"1032","Volkswagen",2014,"Automatic","Hybrid",5
"1033","Volkswagen",2014,"Automatic","Hybrid",10
"1034","Volkswagen",2014,"Manual","Diesel",40
"1035","Volkswagen",2014,"Manual","Diesel",9
"1036","Volkswagen",2014,"Manual","Gasoline",5
"1037","Volkswagen",2014,"Manual","Gasoline",18
"1038","Volkswagen",2014,"Manual","Gasoline",56
"1039","Volkswagen",2014,"Manual","Gasoline",8
"1040","Volkswagen",2015,"Automatic","Diesel",5
"1041","Volkswagen",2015,"Automatic","Diesel",48
"1042","Volkswagen",2015,"Automatic","EV",10
"1043","Volkswagen",2015,"Automatic","Gasoline",4
"1044","Volkswagen",2015,"Automatic","Gasoline",20
"1045","Volkswagen",2015,"Automatic","Gasoline",36
"1046","Volkswagen",2015,"Automatic","Gasoline",56
"1047","Volkswagen",2015,"Automatic","Hybrid",5
"1048","Volkswagen",2015,"Automatic","Hybrid",10
"1049","Volkswagen",2015,"Manual","Diesel",48
"1050","Volkswagen",2015,"Manual","Gasoline",24
"1051","Volkswagen",2015,"Manual","Gasoline",49
"1052","Volvo",2013,"Automatic","Gasoline",8
"1053","Volvo",2013,"Automatic","Gasoline",45
"1054","Volvo",2013,"Automatic","Gasoline",24
"1055","Volvo",2013,"Manual","Gasoline",6
"1056","Volvo",2014,"Automatic","Gasoline",8
"1057","Volvo",2014,"Automatic","Gasoline",40
"1058","Volvo",2014,"Automatic","Gasoline",18
"1059","Volvo",2015,"Automatic","Gasoline",65
"1060","Volvo",2015,"Automatic","Gasoline",6
"1061","Volvo",2015,"Automatic","Gasoline",49
